ID,Nombre completo,Correo electrónico,Teléfono,Edad,País,Fecha de nacimiento,Género,Salario,Estatura (cm),Peso (kg)
2422,Javier Torres,javier.torres@yahoo.com,5551234,54,España,18/04/2014,Masculino,44419,186,65
2423,Diego García,diego.garcia@yahoo.com,800555789,54,Colombia,12/08/2010,Masculino,35331,153,95
2424,Andrés Castro Gómez,andres.gomez@yahoo.com,800555789,54,Canadá,16/12/2005,Masculino,66514,199,92
2425,Juan Pérez,juan.perez@gmail.com,5551234,35,UK,09/03/2018,Masculino,107076,173,56
2426,Ana López,ana.lopez@gmail.com,5551234,35,UK,09/01/2006,Femenino,46651,168,65
2427,María Hernández,maria.hernandez@hotmail.com,5554321234,19,España,01/08/2024,Femenino,53633,185,94
2428,Juan Pérez,juan.perez@yahoo.com,5554321234,19,Colombia,08/08/2002,Masculino,93378,188,96
2429,Ana López,ana.lopez@gmail.com,5551234,19,España,11/09/2007,Femenino,85379,159,97
2430,Diego García,diego.garcia@gmail.com,5554321234,19,UK,08/10/2005,Masculino,38089,174,76
2431,Diego García,diego.garcia@gmail.com,5551234567,19,México,20/05/2019,Masculino,36257,167,72
2432,María Hernández,maria.hernandez@gmail.com,1234567891,59,España,16/01/2020,Femenino,112733,168,73
2433,Pedro Sánz,pedro.sanz@gmail.com,800555789,59,UK,09/03/2016,Masculino,76173,185,58
2434,Juan Pérez,juan.perez@gmail.com,5554321234,59,Perú,01/06/2022,Masculino,38772,159,84
2435,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321234,55,Perú,07/01/2003,Femenino,86716,182,69
2436,Ana López,ana.lopez@gmail.com,5551234,55,Perú,07/10/2023,Femenino,80421,199,86
2437,Ana López,ana.lopez@gmail.com,5554321234,55,UK,06/09/2014,Femenino,49806,154,91
2438,Laura Orozco Sánchez,laura.sanchez@gmail.com,1234567891,55,España,05/05/2024,Femenino,86768,196,66
2439,Juan Pérez,juan.perez@gmail.com,5554321234,55,Colombia,24/07/2020,Masculino,118539,198,96
2440,Pedro Sánz,pedro.sanz@gmail.com,5551234,55,Canadá,15/03/1991,Masculino,49468,184,80
2441,Diego García,diego.garcia@gmail.com,5554321234,55,Canadá,15/03/1991,Femenino,46596,193,57
2442,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234567,47,Argentina,13/10/2021,Femenino,86163,183,64
2443,Stephanie W.,stephanie.w.@yahoo.com,5554321,47,UK,20/11/2011,Femenino,95326,182,80
2444,Juan Pérez,juan.perez@gmail.com,1234567891,47,España,27/05/2014,Masculino,71171,170,79
2445,Juan Pérez,juan.perez@gmail.com,1234567891,47,UK,15/03/1991,Masculino,46347,166,95
2446,Pedro Sánz,pedro.sanz@gmail.com,5551234567,47,Argentina,15/03/1991,Masculino,68857,171,69
2447,Lucía Méndez,lucia.mendez@gmail.com,5554321234,47,UK,22/04/2012,Femenino,40954,197,88
2448,Lucía Méndez,lucia.mendez@gmail.com,1234567891,47,Colombia,29/10/2016,Femenino,82429,186,61
2449,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,55987654321,44,Colombia,15/03/1991,Femenino,49404,164,98
2450,Javier Torres,javier.torres@hotmail.com,5551234567,32,Colombia,09/02/2021,Masculino,34921,184,66
2451,Paula Rivas,paula.rivas@gmail.com,800555789,32,Perú,04/04/2017,Femenino,32476,177,91
2452,Diego García,diego.garcia@hotmail.com,800555789,48,Canadá,08/10/2001,Masculino,113328,156,79
2453,Diego García,diego.garcia@gmail.com,5554321234,48,España,03/12/2019,Masculino,53859,181,78
2454,Ana López,ana.lopez@gmail.com,1234567891,59,Colombia,15/11/2000,Femenino,40009,160,68
2455,Andrés Castro Gómez,andres.gomez@yahoo.com,5554321,59,España,24/10/2018,Masculino,84249,159,95
2456,Juan Pérez,juan.perez@gmail.com,5551234567,59,UK,26/05/2006,Masculino,97508,158,60
2457,Ana López,ana.lopez@gmail.com,800555789,58,Colombia,23/05/2024,Femenino,66540,163,83
2458,Carlos Garía,carlos.garia@gmail.com,5551234,28,Argentina,25/02/2001,Masculino,112736,162,99
2459,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,36,Perú,10/12/2018,Masculino,54165,174,56
2460,Laura Orozco Sánchez,laura.sanchez@hotmail.com,55987654321,36,Perú,19/11/2002,Femenino,105783,151,93
2461,Juan Pérez,juan.perez@hotmail.com,55987654321,36,México,15/03/1991,Femenino,101374,184,83
2462,Andrés Castro Gómez,andres.gomez@gmail.com,1234567891,36,UK,02/07/2012,Masculino,79493,156,69
2463,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,800555789,36,U.S,19/03/2008,Femenino,81031,170,99
2464,Paula Rivas,paula.rivas@gmail.com,5551234,36,U.S,06/11/2009,Femenino,97160,167,87
2465,Lucía Méndez,lucia.mendez@gmail.com,1234567891,36,UK,27/10/2012,Femenino,109966,152,73
2466,Carlos Garía,carlos.garia@gmail.com,5554321,36,U.S,15/03/1991,Masculino,30033,191,59
2467,Ana López,ana.lopez@yahoo.com,1234567891,31,UK,04/08/2007,Femenino,118376,188,81
2468,José Martín,jose.martin@gmail.com,55987654321,31,UK,25/10/2010,Masculino,58029,190,64
2469,Pedro Sánz,pedro.sanz@gmail.com,1234567891,31,UK,25/11/2004,Masculino,47376,198,86
2470,Ana López,ana.lopez@gmail.com,5554321234,31,UK,24/11/2011,Femenino,107083,160,69
2471,Diego García,diego.garcia@gmail.com,5554321234,31,UK,01/09/2016,Masculino,85128,188,52
2472,Andrés Castro Gómez,andres.gomez@gmail.com,800555789,18,México,29/11/2021,Masculino,97786,173,86
2473,María Hernández,maria.hernandez@gmail.com,1234567891,18,Argentina,06/08/2000,Femenino,102503,195,89
2474,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,800555789,18,UK,29/06/2023,Femenino,45338,168,57
2475,Carlos Garía,carlos.garia@gmail.com,800555789,18,Argentina,15/02/2005,Masculino,90107,153,89
2476,Pedro Sánz,pedro.sanz@gmail.com,5554321234,55,España,07/10/2007,Femenino,83849,175,93
2477,Diego García,diego.garcia@gmail.com,55987654321,55,Argentina,20/03/2012,Masculino,63457,187,72
2478,Ana López,ana.lopez@yahoo.com,1234567891,54,U.S,15/02/2011,Femenino,59537,191,89
2479,Juan Pérez,juan.perez@yahoo.com,55987654321,54,España,25/10/2011,Femenino,119875,181,60
2480,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234567,25,U.S,05/11/2018,Femenino,36792,188,95
2481,Andrés Castro Gómez,andres.gomez@gmail.com,5551234567,25,Perú,28/02/2003,Masculino,54938,194,57
2482,Juan Pérez,juan.perez@gmail.com,5554321234,37,Canadá,17/02/2016,Masculino,61411,195,78
2483,Andrés Castro Gómez,andres.gomez@yahoo.com,1234567891,37,España,15/03/1991,Masculino,84158,185,79
2484,Stephanie W.,stephanie.w.@gmail.com,5551234567,37,Canadá,09/04/2008,Femenino,43035,189,59
2485,Juan Pérez,juan.perez@gmail.com,5554321234,53,UK,12/09/2013,Masculino,86386,186,88
2486,José Martín,jose.martin@yahoo.com,5551234567,44,España,06/12/2017,Masculino,118415,182,77
2487,Ana López,ana.lopez@gmail.com,5554321,44,UK,22/04/2024,Femenino,59169,185,98
2488,Laura Orozco Sánchez,laura.sanchez@hotmail.com,5554321234,55,México,19/07/2024,Femenino,115558,152,85
2489,Javier Torres,javier.torres@gmail.com,1234567891,55,Canadá,20/11/2011,Masculino,99571,158,62
2490,Pedro Sánz,pedro.sanz@gmail.com,5554321,55,España,30/01/2023,Masculino,111716,157,81
2491,Stephanie W.,stephanie.w.@gmail.com,55987654321,55,México,30/12/2010,Femenino,96279,182,85
2492,Diego García,diego.garcia@gmail.com,55987654321,55,U.S,15/03/1991,Femenino,102094,155,86
2493,José Martín,jose.martin@gmail.com,5554321,38,Colombia,18/06/2020,Femenino,93937,190,75
2494,Laura Orozco Sánchez,laura.sanchez@gmail.com,5554321,38,UK,15/03/1991,Femenino,57230,188,71
2495,Carlos Garía,carlos.garia@hotmail.com,5554321234,38,UK,16/09/2002,Masculino,62073,153,53
2496,José Martín,jose.martin@hotmail.com,55987654321,50,España,30/08/2001,Masculino,92128,162,80
2497,Javier Torres,javier.torres@gmail.com,800555789,50,México,04/11/2001,Masculino,66326,198,67
2498,Diego García,diego.garcia@gmail.com,5551234567,49,México,12/04/2005,Femenino,87775,151,87
2499,Pedro Sánz,pedro.sanz@yahoo.com,5554321,53,Canadá,15/03/1991,Femenino,96763,154,73
2500,Lucía Méndez,lucia.mendez@gmail.com,5551234567,53,Colombia,26/09/2009,Femenino,32940,193,72
2501,Andrés Castro Gómez,andres.gomez@gmail.com,55987654321,47,U.S,10/12/2006,Masculino,74729,176,71
2502,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,55987654321,46,Argentina,28/09/2022,Femenino,36283,181,51
2503,Juan Pérez,juan.perez@hotmail.com,1234567891,46,México,26/10/2003,Masculino,38319,170,80
2504,Lucía Méndez,lucia.mendez@gmail.com,800555789,46,Colombia,24/06/2003,Femenino,52438,157,60
2505,Javier Torres,javier.torres@gmail.com,55987654321,46,UK,11/04/2024,Femenino,70214,187,77
2506,José Martín,jose.martin@gmail.com,5551234,55,UK,15/03/1991,Masculino,94171,157,95
2507,Ana López,ana.lopez@yahoo.com,55987654321,55,Perú,11/06/2008,Femenino,81476,199,81
2508,María Hernández,maria.hernandez@gmail.com,5554321,55,Argentina,17/02/2003,Femenino,106485,152,54
2509,Carlos Garía,carlos.garia@yahoo.com,800555789,55,UK,17/11/2021,Masculino,54641,193,87
2510,Lucía Méndez,lucia.mendez@gmail.com,5551234567,46,España,22/06/2024,Femenino,71217,152,59
2511,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234,27,España,08/12/2002,Femenino,38274,171,89
2512,Laura Orozco Sánchez,laura.sanchez@gmail.com,55987654321,27,España,16/02/2021,Femenino,65904,155,95
2513,María Hernández,maria.hernandez@gmail.com,55987654321,27,México,25/03/2003,Femenino,95925,151,73
2514,Lucía Méndez,lucia.mendez@hotmail.com,5554321234,42,UK,15/03/1991,Femenino,100932,172,84
2515,Juan Pérez,juan.perez@gmail.com,5551234567,42,Perú,12/07/2020,Masculino,71782,193,93
2516,Pedro Sánz,pedro.sanz@gmail.com,800555789,42,U.S,27/01/2005,Masculino,66679,151,97
2517,Lucía Méndez,lucia.mendez@hotmail.com,5551234567,42,Perú,08/06/2003,Femenino,117390,187,72
2518,Ana López,ana.lopez@yahoo.com,800555789,42,España,05/06/2019,Femenino,60522,166,66
2519,Diego García,diego.garcia@hotmail.com,5551234567,42,U.S,23/12/2014,Masculino,76087,184,50
2520,Stephanie W.,stephanie.w.@hotmail.com,800555789,42,U.S,06/01/2010,Femenino,65504,183,80
2521,Javier Torres,javier.torres@gmail.com,5554321234,42,Colombia,10/03/2005,Masculino,68003,172,80
2522,María Hernández,maria.hernandez@gmail.com,55987654321,42,Argentina,16/02/2018,Femenino,105476,179,91
2523,Stephanie W.,stephanie.w.@gmail.com,55987654321,42,Canadá,07/12/2004,Femenino,82931,157,91
2524,José Martín,jose.martin@gmail.com,5554321234,42,Canadá,25/02/2018,Femenino,84112,171,83
2525,Laura Orozco Sánchez,laura.sanchez@gmail.com,55987654321,50,México,20/01/2021,Femenino,56027,193,58
2526,José Martín,jose.martin@yahoo.com,1234567891,50,Canadá,22/05/2005,Masculino,63711,185,71
2527,Ana López,ana.lopez@gmail.com,5554321234,50,Argentina,05/09/2008,Femenino,86964,154,62
2528,Paula Rivas,paula.rivas@hotmail.com,1234567891,50,Perú,27/02/2020,Femenino,116338,162,74
2529,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234567,35,Argentina,12/04/2011,Femenino,47248,178,97
2530,Javier Torres,javier.torres@gmail.com,5551234,35,UK,28/06/2013,Masculino,59816,180,67
2531,Ana López,ana.lopez@gmail.com,1234567891,35,España,16/07/2007,Femenino,107090,196,61
2532,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,5554321234,24,Canadá,26/11/2011,Femenino,103939,165,89
2533,Carlos Garía,carlos.garia@gmail.com,5554321234,24,Colombia,05/02/2019,Masculino,58666,191,66
2534,Laura Orozco Sánchez,laura.sanchez@gmail.com,800555789,24,Colombia,02/05/2023,Femenino,64425,179,64
2535,Ana López,ana.lopez@yahoo.com,5554321,30,Colombia,15/10/2018,Femenino,110772,165,91
2536,Javier Torres,javier.torres@hotmail.com,5554321,30,Argentina,19/03/2003,Masculino,88096,161,64
2537,Lucía Méndez,lucia.mendez@gmail.com,5551234,30,Canadá,24/10/2003,Femenino,101803,166,64
2538,Javier Torres,javier.torres@gmail.com,1234567891,41,Argentina,15/03/1991,Femenino,70367,165,88
2539,Lucía Méndez,lucia.mendez@gmail.com,1234567891,41,Colombia,27/09/2016,Femenino,112204,161,62
2540,Andrés Castro Gómez,andres.gomez@gmail.com,5551234,31,España,17/07/2000,Femenino,80510,157,66
2541,Pedro Sánz,pedro.sanz@gmail.com,800555789,31,Perú,13/10/2020,Masculino,109116,169,81
2542,Ana López,ana.lopez@hotmail.com,800555789,31,España,22/12/2012,Femenino,34506,152,58
2543,Stephanie W.,stephanie.w.@yahoo.com,1234567891,31,México,15/03/1991,Femenino,119742,165,89
2544,Carlos Garía,carlos.garia@gmail.com,1234567891,31,Canadá,06/12/2007,Femenino,76796,179,69
2545,Juan Pérez,juan.perez@gmail.com,5551234,31,UK,05/04/2008,Masculino,61548,194,75
2546,Juan Pérez,juan.perez@hotmail.com,55987654321,31,México,05/05/2011,Masculino,57735,172,76
2547,Lucía Méndez,lucia.mendez@gmail.com,5551234,31,Colombia,15/03/1991,Femenino,45481,177,70
2548,Juan Pérez,juan.perez@gmail.com,5551234567,31,España,22/09/2013,Masculino,85676,189,67
2549,Laura Orozco Sánchez,laura.sanchez@hotmail.com,5554321,31,U.S,16/03/2022,Femenino,91446,154,62
2550,Carlos Garía,carlos.garia@gmail.com,1234567891,31,México,26/09/2023,Masculino,103306,169,65
2551,Lucía Méndez,lucia.mendez@gmail.com,5551234,31,U.S,01/12/2015,Femenino,113572,189,58
2552,María Hernández,maria.hernandez@gmail.com,1234567891,31,Colombia,20/09/2015,Femenino,74926,193,61
2553,Lucía Méndez,lucia.mendez@gmail.com,55987654321,31,Perú,15/03/1991,Femenino,71370,150,93
2554,Andrés Castro Gómez,andres.gomez@hotmail.com,1234567891,31,Colombia,01/04/2002,Masculino,104150,179,87
2555,Ana López,ana.lopez@yahoo.com,55987654321,31,Colombia,19/06/2023,Femenino,92354,170,68
2556,Lucía Méndez,lucia.mendez@hotmail.com,5554321234,31,Perú,19/08/2009,Femenino,71934,169,56
2557,Paula Rivas,paula.rivas@yahoo.com,1234567891,45,UK,25/06/2012,Femenino,38113,155,84
2558,Diego García,diego.garcia@gmail.com,5554321,40,UK,05/05/2007,Masculino,66091,171,97
2559,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234567,40,Argentina,20/03/2010,Femenino,110883,167,67
2560,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,5551234,40,Canadá,08/09/2003,Femenino,58439,157,65
2561,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,55987654321,40,Argentina,05/05/2019,Femenino,69719,188,88
2562,Laura Orozco Sánchez,laura.sanchez@hotmail.com,800555789,40,Colombia,07/01/2011,Femenino,90413,181,53
2563,Lucía Méndez,lucia.mendez@hotmail.com,5554321234,27,UK,20/06/2007,Femenino,111560,182,74
2564,Pedro Sánz,pedro.sanz@yahoo.com,5554321234,33,Colombia,15/03/1991,Masculino,95387,165,81
2565,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,55987654321,50,UK,15/03/1991,Femenino,115617,161,89
2566,María Hernández,maria.hernandez@hotmail.com,1234567891,56,Colombia,15/03/1991,Femenino,103027,187,62
2567,María Hernández,maria.hernandez@gmail.com,1234567891,56,Argentina,29/01/2012,Femenino,82915,183,94
2568,Juan Pérez,juan.perez@yahoo.com,1234567891,46,Canadá,27/11/2004,Masculino,64015,163,66
2569,Carlos Garía,carlos.garia@gmail.com,5554321234,46,España,15/07/2001,Femenino,96403,185,98
2570,Laura Orozco Sánchez,laura.sanchez@hotmail.com,1234567891,46,Perú,30/07/2017,Femenino,96213,182,86
2571,Ana López,ana.lopez@gmail.com,5551234,46,U.S,25/08/2015,Femenino,73336,172,55
2572,Javier Torres,javier.torres@gmail.com,5551234,32,Canadá,15/03/1991,Femenino,47855,199,68
2573,Andrés Castro Gómez,andres.gomez@gmail.com,5554321234,32,España,13/07/2000,Femenino,45698,194,62
2574,Diego García,diego.garcia@gmail.com,5551234,32,U.S,12/01/2001,Masculino,117301,151,75
2575,Javier Torres,javier.torres@gmail.com,5554321,32,Perú,19/03/2013,Masculino,51918,190,63
2576,Pedro Sánz,pedro.sanz@gmail.com,800555789,32,España,24/06/2004,Masculino,93816,170,80
2577,José Martín,jose.martin@gmail.com,5551234,54,Colombia,06/02/2007,Masculino,78298,151,53
2578,José Martín,jose.martin@hotmail.com,5554321234,54,México,13/10/2023,Masculino,101121,176,88
2579,José Martín,jose.martin@gmail.com,800555789,38,UK,02/04/2008,Masculino,70082,158,57
2580,Stephanie W.,stephanie.w.@hotmail.com,55987654321,45,Canadá,12/10/2006,Femenino,55987,150,74
2581,María Hernández,maria.hernandez@gmail.com,800555789,45,Perú,02/04/2010,Femenino,46254,160,62
2582,Paula Rivas,paula.rivas@hotmail.com,5554321234,45,España,30/08/2006,Femenino,81473,152,81
2583,Diego García,diego.garcia@yahoo.com,800555789,32,UK,19/01/2021,Masculino,101419,172,87
2584,Juan Pérez,juan.perez@gmail.com,55987654321,47,Argentina,05/02/2013,Masculino,81141,175,87
2585,Laura Orozco Sánchez,laura.sanchez@hotmail.com,55987654321,56,Colombia,06/02/2015,Femenino,56618,153,77
2586,Juan Pérez,juan.perez@gmail.com,5554321234,56,Canadá,07/11/2003,Masculino,71960,167,79
2587,Andrés Castro Gómez,andres.gomez@gmail.com,1234567891,54,México,06/04/2003,Femenino,45989,155,52
2588,Juan Pérez,juan.perez@yahoo.com,5551234,54,Perú,15/11/2008,Masculino,44198,184,77
2589,María Hernández,maria.hernandez@gmail.com,1234567891,54,Canadá,31/08/2007,Femenino,44583,171,52
2590,Ana López,ana.lopez@gmail.com,1234567891,54,U.S,29/01/2019,Femenino,53497,192,94
2591,Laura Orozco Sánchez,laura.sanchez@gmail.com,1234567891,54,Colombia,30/07/2017,Femenino,55446,164,83
2592,Paula Rivas,paula.rivas@hotmail.com,800555789,54,UK,13/06/2006,Femenino,78157,171,65
2593,Ana López,ana.lopez@hotmail.com,1234567891,21,U.S,15/03/1991,Femenino,64041,186,71
2594,Ana López,ana.lopez@gmail.com,800555789,36,Méxco,15/03/1991,Femenino,92451,191,81
2595,Lucía Méndez,lucia.mendez@gmail.com,1234567891,36,Perú,14/12/2017,Femenino,96854,161,87
2596,Paula Rivas,paula.rivas@yahoo.com,5551234,59,México,24/06/2011,Femenino,32515,196,57
2597,Diego García,diego.garcia@gmail.com,5551234,59,U.S,05/05/2007,Masculino,116361,198,57
2598,Stephanie W.,stephanie.w.@hotmail.com,5554321,52,España,15/03/1991,Femenino,110164,191,55
2599,Paula Rivas,paula.rivas@gmail.com,5554321,41,Colombia,09/10/2011,Femenino,91694,187,63
2600,Andrés Castro Gómez,andres.gomez@gmail.com,55987654321,41,U.S,09/09/2019,Masculino,102756,167,81
2601,Juan Pérez,juan.perez@hotmail.com,5551234,47,Canadá,15/03/1991,Masculino,90852,194,84
2602,María Hernández,maria.hernandez@gmail.com,1234567891,47,U.S,15/10/2012,Femenino,86829,184,59
2603,María Hernández,maria.hernandez@yahoo.com,5551234,47,España,09/09/2022,Femenino,82460,179,52
2604,Marta Lopez Rodríguez,marta.rodriguez@yahoo.com,1234567891,42,México,05/10/2007,Femenino,40770,173,61
2605,Diego García,diego.garcia@hotmail.com,5554321234,42,Colombia,15/03/1991,Masculino,95290,191,98
2606,Pedro Sánz,pedro.sanz@yahoo.com,5551234567,42,Canadá,04/04/2020,Masculino,94808,179,80
2607,Stephanie W.,stephanie.w.@gmail.com,5554321,42,Argentina,13/02/2022,Femenino,100973,163,78
2608,Laura Orozco Sánchez,laura.sanchez@hotmail.com,1234567891,42,España,20/06/2003,Femenino,41631,155,54
2609,Stephanie W.,stephanie.w.@gmail.com,5554321,42,UK,21/12/2016,Femenino,70894,152,74
2610,Paula Rivas,paula.rivas@gmail.com,55987654321,42,México,05/07/2002,Femenino,37538,165,90
2611,Diego García,diego.garcia@yahoo.com,5554321234,42,Canadá,02/12/2013,Masculino,89709,156,80
2612,Juan Pérez,juan.perez@gmail.com,1234567891,42,España,05/04/2000,Masculino,71676,163,70
2613,Ana López,ana.lopez@gmail.com,5551234,42,Perú,25/07/2001,Femenino,64037,158,69
2614,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,800555789,42,Argentina,22/08/2005,Femenino,111387,164,88
2615,Andrés Castro Gómez,andres.gomez@gmail.com,55987654321,42,UK,04/04/2017,Femenino,39660,170,71
2616,José Martín,jose.martin@yahoo.com,800555789,56,Canadá,05/04/2008,Masculino,107674,184,53
2617,Paula Rivas,paula.rivas@gmail.com,5554321234,56,Argentina,15/03/1991,Femenino,40377,151,62
2618,Andrés Castro Gómez,andres.gomez@gmail.com,5551234,56,UK,19/10/2013,Masculino,45934,176,94
2619,Laura Orozco Sánchez,laura.sanchez@gmail.com,5551234567,33,México,20/08/2005,Femenino,49388,151,91
2620,Diego García,diego.garcia@gmail.com,5551234567,33,UK,19/10/2004,Masculino,104574,184,99
2621,Marta Lopez Rodríguez,marta.rodriguez@gmail.com,1234567891,33,Perú,03/04/2007,Femenino,108013,167,98
2622,Andrés Castro Gómez,andres.gomez@gmail.com,5554321,31,Argentina,19/12/2020,Masculino,61415,163,69
